synthetic_id,source_type,is_synthetic,sif_potential,description,synthetic_parent_ids,activity_category,primary_hazard,barrier_failure,site_location,generation_method,generation_model,generation_version,created_at,validation_status,validation_reason
SYN-SIF-000050,SYNTHETIC,True,1,Field observation during high potential event: electrical arc flash detected at refinery pipe rack due to hardware barrier failures: process containment with potential serious consequence.,"[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,electrical arc flash,Hardware Barrier Failures: Process Containment,refinery pipe rack,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000051,SYNTHETIC,True,1,"Work involving high potential event resulted in toxic gas release at process unit 4 because of hardware barrier failures: process containment
hardware barrier failures: detection systems. Immediate isolation initiated.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,toxic gas release,"Hardware Barrier Failures: Process Containment
Hardware Barrier Failures: Detection Systems",process unit 4,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000052,SYNTHETIC,True,1,"Uncontrolled high pressure stored energy identified while performing high potential event at compressor station B. Root cause traced to hardware barrier failures: process containment
hardware barrier failures: ignition control.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,high pressure stored energy,"Hardware Barrier Failures: Process Containment
Hardware Barrier Failures: Ignition Control",compressor station B,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000053,SYNTHETIC,True,1,"During high potential event, an unexpected uncontrolled flame occurred at offshore rig alpha following hardware barrier failures: process containment
hardware barrier failures: ignition control
hardware barrier failures: protection systems - including deluge and fire water systems
management system element barrier failure: asset design and integrity, creating critical SIF exposure.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,uncontrolled flame,"Hardware Barrier Failures: Process Containment
Hardware Barrier Failures: Ignition Control
Hardware Barrier Failures: Protection Systems - including deluge and fire water systems
Management System Element Barrier Failure: Asset design and integrity",offshore rig alpha,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000054,SYNTHETIC,True,1,"Field observation during high potential event: suspended load detected at storage tank farm due to hardware barrier failures: process containment
human barrier failures: acceptance of handover or restart of facilities or equipment with potential serious consequence.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,suspended load,"Hardware Barrier Failures: Process Containment
Human Barrier Failures: Acceptance of handover or restart of facilities or equipment",storage tank farm,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000055,SYNTHETIC,True,1,"Work involving high potential event resulted in electrical arc flash at refinery pipe rack because of hardware barrier failures: process containment
human barrier failures: operating in accordance with procedures - ptw, isolation of equipment, overrides and 
inhibits of safety systems, shift handover, etc.. Immediate isolation initiated.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,electrical arc flash,"Hardware Barrier Failures: Process Containment
Human Barrier Failures: Operating in accordance with procedures - PTW, Isolation of equipment, Overrides and 
inhibits of safety systems, Shift handover, etc.",refinery pipe rack,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000056,SYNTHETIC,True,1,"Uncontrolled toxic gas release identified while performing high potential event at process unit 4. Root cause traced to hardware barrier failures: process containment
human barrier failures: surveillance, operator rounds and routine inspection.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,toxic gas release,"Hardware Barrier Failures: Process Containment
Human Barrier Failures: Surveillance, operator rounds and routine inspection",process unit 4,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000057,SYNTHETIC,True,1,"During high potential event, an unexpected high pressure stored energy occurred at compressor station B following hardware barrier failures: process containment
management system element barrier failure: asset design and integrity, creating critical SIF exposure.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,high pressure stored energy,"Hardware Barrier Failures: Process Containment
Management System Element Barrier Failure: Asset design and integrity",compressor station B,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000058,SYNTHETIC,True,1,"Field observation during high potential event: uncontrolled flame detected at offshore rig alpha due to hardware barrier failures: process containment
management system element barrier failure: asset design and integrity
116
safety performance indicators – process safety events – 2025 data with potential serious consequence.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,uncontrolled flame,"Hardware Barrier Failures: Process Containment
Management System Element Barrier Failure: Asset design and integrity
116
Safety performance indicators – Process safety events – 2025 data",offshore rig alpha,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000059,SYNTHETIC,True,1,"Work involving high potential event resulted in suspended load at storage tank farm because of hardware barrier failures: process containment
management system element barrier failure: asset design and integrity
unspecified: unspecified. Immediate isolation initiated.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,suspended load,"Hardware Barrier Failures: Process Containment
Management System Element Barrier Failure: Asset design and integrity
Unspecified: Unspecified",storage tank farm,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
SYN-SIF-000060,SYNTHETIC,True,1,"Uncontrolled electrical arc flash identified while performing high potential event at refinery pipe rack. Root cause traced to hardware barrier failures: process containment
management system element barrier failure: plans and procedures.","[""REAL-SIF-0"", ""REAL-SIF-1""]",High Potential Event,electrical arc flash,"Hardware Barrier Failures: Process Containment
Management System Element Barrier Failure: Plans and procedures",refinery pipe rack,COVERAGE_AWARE_VARIATION,OILPS_SyntheticSIFGen_v2,2.0.0,2026-09-02T05:40:57Z,REJECTED,TARGET_COUNT_CAP_REACHED
