source_record_id,report_date,country,location,activity,event_type,narrative,top_lsr_1,top_lsr_1_score,top_lsr_2,top_lsr_2_score,top_lsr_3,top_lsr_3_score,lsr_confidence,suggested_labels,lsr_prediction_status,review_reason
2016087463,8/10/2016,USA,"OKLAHOMA CITY, OKLAHOMA",nan,Workplace Safety Incident,"An employee was cleaning a roller with a rag when the rag became caught in the roller. The employee's right index finger was pulled into the roller, causing an abrasion and requiring hospitalization. ",Line of Fire,0.6676,Energy Isolation,0.3519,Working at Height,0.1305,MEDIUM,Line of Fire | Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2016087533,8/12/2016,USA,"EL DORADO, ARKANSAS",nan,Workplace Safety Incident,An employee was moving a 55-gallon drum off a tommy-lift to a pickup truck. The employee tilted the drum back to roll it off the lift and released the drum. The drum pinched the employee's left pinky ,Driving,0.9242,Safe Mechanical Lifting,0.8001,Work Authorization,0.5126,MEDIUM,Driving | Safe Mechanical Lifting | Work Authorization,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2016087760,8/18/2016,USA,"ALLISON, TEXAS",nan,Workplace Safety Incident,An employee's glove was caught in the tubing while making connections with tubing tongs. The employee's arms were twisted around the tubing resulting in injuries to his arms and hand. nan,Line of Fire,0.6462,Working at Height,0.0014,Hot Work,0.001,MEDIUM,Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2016087864,8/22/2016,USA,"PASADENA, TEXAS",nan,Workplace Safety Incident,"An employee was standing on the ground tightening a bolt with a wrench. The wrench slipped and the employee fell, fracturing his right hip. nan",Working at Height,0.6147,Safe Mechanical Lifting,0.0102,Energy Isolation,0.007,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2016098519,9/8/2016,USA,"IDAHO FALLS, IDAHO",nan,Workplace Safety Incident,An employee was going to weld on the casing of a drilling rig. The employee was sitting on/near the control panel with the right hand on the traveling chain and left hand near the controls. The employ,Safe Mechanical Lifting,0.5424,Working at Height,0.0209,Energy Isolation,0.0117,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2016098843,9/19/2016,USA,"WILLISTON, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was removing clevises from under a blowout preventer (BOP). The employee retrieved the first clevis, but the second clevis was trapped underneath one of the BOPs. He lifted the BOP up and ",Working at Height,0.6528,Energy Isolation,0.0445,Safe Mechanical Lifting,0.0099,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2016099175,9/29/2016,USA,"NAPOLEON, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was installing an auger on a digger derrick. As he slid the kelly bar down into the sleeve, the bar/sleeve amputated his fingertip. nan",Working at Height,0.6051,Driving,0.0139,Line of Fire,0.0064,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2016099194,9/29/2016,USA,"PECOS, TEXAS",nan,Workplace Safety Incident,"During rig down procedures, an employee was moving a mud tank with a tandem truck when an overhead walkway slid, hit the ground, and then struck the employee on the left knee. nan",Driving,0.7649,Hot Work,0.6769,Work Authorization,0.1976,MEDIUM,Driving | Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2016109402,10/5/2016,USA,"GILL, COLORADO",nan,Workplace Safety Incident,An employee was helping to move a stick pipe. He was standing on the ground by the pipe wrangler and had his left hand on the pipe. The pipe skate was too close to the pipe so he motioned to the pipe ,Safe Mechanical Lifting,0.6713,Working at Height,0.0006,Work Authorization,0.0005,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2016109654,10/12/2016,USA,"LEWES, DELAWARE",nan,Workplace Safety Incident,An employee was clearing a blockage in a pipeline and proceeded to blow the line with compressed air. There was a filter screen in the line. The lid on top of the filter screen blew off the filter str,Energy Isolation,0.595,Line of Fire,0.0622,Working at Height,0.0026,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20161110315,11/1/2016,USA,"TEXAS CITY, TEXAS",nan,Workplace Safety Incident,An employee was troubleshooting an air compressor. The plastic line coupling blew off and struck the employee in the face lacerating and breaking the employee's nose and breaking their cheekbone. nan,Energy Isolation,0.6914,Work Authorization,0.0317,Confined Space,0.0269,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20161110347,11/2/2016,USA,"BAYTOWN, TEXAS",nan,Workplace Safety Incident,"An employee was walking to his work trailer when he was struck by a work truck, breaking his left tibia and requiring hospitalization. nan",Line of Fire,0.96,Driving,0.9319,Safe Mechanical Lifting,0.1231,MEDIUM,Line of Fire | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
20161110821,11/17/2016,USA,"DENVER, PENNSYLVANIA",nan,Workplace Safety Incident,"An employee was on a 5-foot ladder cutting a pipe used to carry nitrogen. As the employee was cutting the pipeline, the pipe (which was filled with carbon dioxide) ruptured. The employee suffered a co",Hot Work,0.4622,Energy Isolation,0.1326,Working at Height,0.0558,MEDIUM,Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017010028,1/1/2017,USA,"TALOGA, OKLAHOMA",nan,Workplace Safety Incident,Employees were using a rough terrain forklift truck to pivot a fork of another rough terrain forklift truck. The fork was tied to its carriage. When the fork was untied it came down and struck an empl,Driving,0.9892,Safe Mechanical Lifting,0.9887,Work Authorization,0.0224,MEDIUM,Driving | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017010067,1/4/2017,USA,"MINOT, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee slipped and fell on ice while walking to a truck, fracturing his right leg. nan",Driving,0.4518,Working at Height,0.0018,Confined Space,0.0003,MEDIUM,Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017010858,1/27/2017,USA,"SONORA, TEXAS",nan,Workplace Safety Incident,An employee was cleaning a H2S (hydrogen sulfide) tower using a H2O2 (hydrogen peroxide) chemical when a chemical explosion occurred. The employee suffered burns to an ear and leg. nan,Work Authorization,0.9971,Confined Space,0.9814,Hot Work,0.9577,MEDIUM,Work Authorization | Confined Space | Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017021091,2/3/2017,USA,"ACKERLY, TEXAS",nan,Workplace Safety Incident,"An employee was cleaning the rig when he reached for something and fell 8 to 10 feet to the ground, fracturing ribs and puncturing a lung. He was hospitalized. His safety lanyard was unhooked at the t",Working at Height,0.6516,Hot Work,0.0006,Driving,0.0002,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017021170,2/6/2017,USA,"DAMON, TEXAS",nan,Workplace Safety Incident,"An employee was loading equipment from a forklift onto the bed of a pick-up truck. When he attempted to step backward, his foot became caught on an object and he began to fall. He tried to catch himse",Driving,0.9932,Safe Mechanical Lifting,0.857,Working at Height,0.2971,MEDIUM,Driving | Safe Mechanical Lifting | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017021801,2/25/2017,USA,"CARTERSVILLE, GEORGIA",nan,Workplace Safety Incident,An employee was standing next to a bore pipe observing the work. An excavator was being used to pull an auger bit out of the bore pipe. A chain was attached to the excavator to pull the auger sections,Safe Mechanical Lifting,0.4712,Hot Work,0.0225,Line of Fire,0.0164,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017032276,3/11/2017,USA,"GRASSY BUTTE, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was using a rig elevator to pull rods out of a hole. As he lowered blocks down the elevator, the block brakes failed, allowing the elevators to strike and fracture the upper phalange on hi",Safe Mechanical Lifting,0.8298,Driving,0.8072,Working at Height,0.055,MEDIUM,Safe Mechanical Lifting | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017032283,3/12/2017,USA,"CALDWELL, TEXAS",nan,Workplace Safety Incident,An employee was helping a coworker adjust the placement of a cellar cover when he slipped and his right middle fingertip was caught and amputated between the cellar cover handle and the matting board.,Energy Isolation,0.4802,Confined Space,0.0032,Driving,0.0025,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017032429,3/16/2017,USA,"MENTONE, TEXAS",nan,Workplace Safety Incident,An employee stepped off of the back of a trailer and placed his foot on the bumper. His foot slipped and was caught between the bumper and the trailer resulting in a fracture. nan,Safe Mechanical Lifting,0.4963,Energy Isolation,0.1611,Line of Fire,0.0695,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017032735,3/25/2017,USA,"MIDLAND, TEXAS",nan,Workplace Safety Incident,"An employee was removing a 4"" valve with a flange. As he was removing the valve, his right pinky finger was caught between the flange of the valve and the pad-I, amputating it at the first joint. nan",Energy Isolation,0.6126,Line of Fire,0.1563,Safe Mechanical Lifting,0.012,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017042984,4/2/2017,USA,"BIG LAKE, TEXAS",nan,Workplace Safety Incident,An employee was trying to get sand to flow through a slot gate when it closed and amputated two of the employee's fingertips. nan,Hot Work,0.6621,Safe Mechanical Lifting,0.0132,Driving,0.0088,MEDIUM,Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017043386,4/14/2017,USA,"MIDLAND, TEXAS",nan,Workplace Safety Incident,"An employee was loading and unloading 3"" pipe from a trailer to the ground when a pipe rolled and pinched his finger. His finger was amputated. nan",Safe Mechanical Lifting,0.6124,Working at Height,0.0223,Driving,0.0157,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017043610,4/24/2017,USA,"SUNDOWN, TEXAS",nan,Workplace Safety Incident,"Employees were tripping pipe out of the hole. An employee wanted to roll a pipe section from the catwalk onto the skate. The pipe was having difficulty rolling, so the employee changed the angle of th",Working at Height,0.5923,Driving,0.1061,Work Authorization,0.0577,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017043726,4/25/2017,USA,"MILAN, OHIO",nan,Workplace Safety Incident,An employee was on top of the tanker truck loading fuel into the tanker. The vapors ignited causing an explosion and throwing the employee 20 feet into the air. The employee suffered third degree burn,Hot Work,0.8704,Driving,0.7689,Work Authorization,0.7177,MEDIUM,Hot Work | Driving | Work Authorization,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017043747,4/26/2017,USA,"FULTONDALE, ALABAMA",nan,Workplace Safety Incident,"An employee finished installing power line poles and stepped into a truck. The truck derrick made contact with the power line (12kV), resulting in electric shock to the employee. The employee received",Driving,0.9918,Working at Height,0.9313,Work Authorization,0.0051,MEDIUM,Driving | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017043912,4/30/2017,USA,"SHINER, TEXAS",nan,Workplace Safety Incident,An employee was unscrewing the oil and gas pipe and was pushed over the edge of the work floor by the high pressure release. The employee fell 10 feet to the ground and broke his left arm. nan,Energy Isolation,0.5194,Working at Height,0.0026,Hot Work,0.0019,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017054165,5/8/2017,USA,"TULSA, OKLAHOMA",nan,Workplace Safety Incident,"While climbing a ladder to an acid gas/ammonia gas drum platform, an employee missed the second rung from the top of the ladder and fell approximately 7 feet. The employee suffered a fractured hip and",Working at Height,0.9938,Work Authorization,0.9479,Hot Work,0.3794,MEDIUM,Working at Height | Work Authorization,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017054302,5/11/2017,USA,"BIG SPRING, TEXAS",nan,Workplace Safety Incident,"A well-servicing rig crew was tripping pipe out of a hole when the safety pin on the tongs (torqueing device) broke, allowing the tongs to strike an employee and knock him off the work platform. He fe",Working at Height,0.5566,Hot Work,0.0159,Confined Space,0.0052,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017054457,5/16/2017,USA,"HOUMA, LOUISIANA",nan,Workplace Safety Incident,An employee was doing maintenance on a hydraulic tong. He was using his left index finger to remove water from the top of the tong's ring gear when the machine was activated. The tong began to rotate ,Working at Height,0.7953,Safe Mechanical Lifting,0.653,Line of Fire,0.3528,MEDIUM,Working at Height | Safe Mechanical Lifting | Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017065268,6/9/2017,USA,"MIDLAND, TEXAS",nan,Workplace Safety Incident,"An employee was trying to remove sand that was stuck in a jammed sand equipment door. The employee was using a hammer on the door when the door slipped and caught the employee's left hand, crushing th",Safe Mechanical Lifting,0.6822,Hot Work,0.1343,Energy Isolation,0.0067,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017065270,6/9/2017,USA,"LONGVIEW, TEXAS",nan,Workplace Safety Incident,An employee was moving a crane pad and amputated the right pinky finger at the first knuckle when it was caught in a pinch point between the outrigger and the cylinder. nan,Safe Mechanical Lifting,0.4898,Line of Fire,0.4697,Driving,0.0013,MEDIUM,Safe Mechanical Lifting | Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017065682,6/21/2017,USA,"GREELEY, COLORADO",nan,Workplace Safety Incident,"An employee was rigging some 2-inch manifold piping near a well head when some of the piping tipped and struck the employee's lower left leg, causing a compound fracture. nan",Energy Isolation,0.9975,Safe Mechanical Lifting,0.9909,Work Authorization,0.0594,MEDIUM,Energy Isolation | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017066034,6/29/2017,USA,"ORLA, TEXAS",nan,Workplace Safety Incident,"An employee was attaching the rigging on a base weight when his left foot was caught in the chains. The chains then pulled tight and trapped his left foot between the chains and the hitch, amputating ",Safe Mechanical Lifting,0.8798,Energy Isolation,0.8016,Line of Fire,0.348,MEDIUM,Safe Mechanical Lifting | Energy Isolation | Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017076875,7/24/2017,USA,"ALEXANDER, NORTH DAKOTA",nan,Workplace Safety Incident,An employee was driving around a curve in the road when his truck left the roadway and rolled over. He suffered a fractured pelvis. nan,Driving,0.5353,Line of Fire,0.0306,Energy Isolation,0.0077,MEDIUM,Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017077019,7/26/2017,USA,"KANAWHA HEAD, WEST VIRGINIA",nan,Workplace Safety Incident,"On July 26, 2017, an employee drove a utility vehicle up a hill to refuel a water pump. While driving the vehicle off the hill, the employee ran into mud, at which time the vehicle's back end kicked o",Driving,0.49,Working at Height,0.0092,Confined Space,0.001,MEDIUM,Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017077207,7/26/2017,USA,"WHITE CASTLE, LOUISIANA",nan,Workplace Safety Incident,"The injured employee was standing on a wellhead that weighed about 8,000 pounds. The wellhead was sitting on a ring gasket about 10 feet off the floor. While the employee was unlatching the chain from",Working at Height,0.8844,Safe Mechanical Lifting,0.8687,Energy Isolation,0.1599,MEDIUM,Working at Height | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017077116,7/29/2017,USA,"ANDREWS, TEXAS",nan,Workplace Safety Incident,"An employee was working with a high pressure pump replacing swab. When the cap plug was unscrewed it fell out onto the employee's right middle finger, breaking the finger. nan",Energy Isolation,0.6528,Working at Height,0.0009,Confined Space,0.0005,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017077123,7/30/2017,USA,"FREEPORT, PENNSYLVANIA",nan,Workplace Safety Incident,"The employee was assisting with mobile rig removal from a well site. As pipe was being pulled from the hole, rope used for pullout got caught up and pipe began to slip. The employee reached in to grab",Safe Mechanical Lifting,0.5161,Line of Fire,0.0487,Driving,0.0356,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017087499,8/7/2017,USA,"ALVA, OKLAHOMA",nan,Workplace Safety Incident,An employee was attempting to remove a pin from a derrick when a forklift operator moved the derrick board unexpectedly. The employee's right thumb was then caught and amputated between the pin and th,Safe Mechanical Lifting,0.9953,Working at Height,0.9939,Energy Isolation,0.0696,MEDIUM,Safe Mechanical Lifting | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017088366,8/10/2017,USA,"PLEASANTON, TEXAS",nan,Workplace Safety Incident,"An employee was unloading a truck tank when he was exposed to hydrogen sulfide, suffering a headache and nausea. nan",Driving,0.9954,Work Authorization,0.869,Confined Space,0.5599,MEDIUM,Driving | Work Authorization | Confined Space,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017087771,8/14/2017,USA,"WASHINGTON, PENNSYLVANIA",nan,Workplace Safety Incident,"A dozer was dragging a flume pipe that came loose and struck an employee in the back. The employee suffered a fractured pelvis and shoulder blade, requiring hospitalization. nan",Safe Mechanical Lifting,0.5628,Energy Isolation,0.1463,Work Authorization,0.0527,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017088073,8/22/2017,USA,"STIGLER, OKLAHOMA",nan,Workplace Safety Incident,An employee was unloading a goose neck trailer using a winch and cable. The employee's hand was caught in the winch hook when the truck pulled away amputating the index finger below the nail. nan,Safe Mechanical Lifting,0.9996,Driving,0.8823,Line of Fire,0.157,MEDIUM,Safe Mechanical Lifting | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017098441,9/1/2017,USA,"TOPEKA, KANSAS",nan,Workplace Safety Incident,An employee was using a portable grinder with a wire brush wheel to clean a metallic natural gas pipe in preparation for welding. The flow of natural gas had been stopped with a metallic stopper pin. ,Line of Fire,0.9632,Hot Work,0.9381,Safe Mechanical Lifting,0.2188,MEDIUM,Line of Fire | Hot Work | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017098499,9/4/2017,USA,"PRESQUE ISLE, MAINE",nan,Workplace Safety Incident,"An employee was lowering a well pump down a well shaft when a 1/2-inch cable snapped and whipped back up, striking the employee. He suffered lacerations to both hands and bruising on the chest, requir",Driving,0.5867,Confined Space,0.0572,Energy Isolation,0.0518,MEDIUM,Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017098926,9/18/2017,USA,"ODESSA, TEXAS",nan,Workplace Safety Incident,"An employee and driver were unloading a frac tank from a winch truck. While trying to unhook the winch cable from the tank, the driver tightened the winch cable instead of loosening it, pinching the e",Driving,0.9951,Safe Mechanical Lifting,0.8491,Working at Height,0.0962,MEDIUM,Driving | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017099138,9/22/2017,USA,"PECOS, TEXAS",nan,Workplace Safety Incident,"An employee's left hand was caught by a pipeline that was being lowered by a rig, partially amputating his thumb, index finger, and forefinger up to the knuckle. He was hospitalized. nan",Safe Mechanical Lifting,0.9841,Line of Fire,0.8942,Driving,0.0091,MEDIUM,Safe Mechanical Lifting | Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017099255,9/27/2017,USA,"WATFORD CITY, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was working approximately 6 feet above ground level servicing a pumpjack when he lost his footing and fell to the ground, fracturing three ribs. nan",Working at Height,0.5842,Driving,0.0152,Line of Fire,0.0033,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2017099287,9/27/2017,USA,"BAYTOWN, TEXAS",nan,Workplace Safety Incident,An employee was filling a tanker trailer with used oil that was being pumped from a larger stationary tank. He climbed the trailer-mounted ladder to open the dome hatch to check on the filling process,Energy Isolation,0.9894,Working at Height,0.9235,Confined Space,0.028,MEDIUM,Energy Isolation | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2017109971,10/17/2017,USA,"CANADIAN, TEXAS",nan,Workplace Safety Incident,"An employee was putting a well online with a wrench when the flow line blew up. The employee received lacerations to the right arm, and the left ankle was nearly amputated. nan",Energy Isolation,0.591,Safe Mechanical Lifting,0.0638,Driving,0.0111,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171010313,10/27/2017,USA,"MOUNDSVILLE, WEST VIRGINIA",nan,Workplace Safety Incident,"On October 27, 2017, at approximately 2:45 p.m., an employee was adjusting the forks of a lift. While holding onto the side of the forklift assembly, he boomed up and kicked the fork over with his foo",Safe Mechanical Lifting,0.5608,Hot Work,0.0028,Working at Height,0.0023,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171010330,10/27/2017,USA,"WARREN, PENNSYLVANIA",nan,Workplace Safety Incident,"An employee was operating a soil boring tool and lifting it out of a 36-inch deep trench. As he was preparing to place the tool on the ground, he lost his grip on it. The tool dropped to the ground, a",Hot Work,0.5531,Confined Space,0.29,Working at Height,0.1506,MEDIUM,Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171110644,11/4/2017,USA,"BENTON, PENNSYLVANIA",nan,Workplace Safety Incident,"On 11/4/2017, an employee was dismounting a bulldozer when the employee's right foot slipped. The employee then made hard contact with the ground, breaking the tibia and fibula above the right ankle. ",Working at Height,0.5339,Energy Isolation,0.0134,Work Authorization,0.0085,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171110647,11/5/2017,USA,"SEVERANCE, COLORADO",nan,Workplace Safety Incident,"An employee was picking up a mud motor to trip in a hole when a plate fell off the top drive and struck the employee, causing a right index finger amputation. nan",Energy Isolation,0.531,Working at Height,0.0468,Hot Work,0.0215,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171110752,11/8/2017,USA,"MIDDLETOWN, OHIO",nan,Workplace Safety Incident,A digger derrick operator was positioning the boom off the back of a truck. He got out of the operator's chair and stepped onto the walk platform to the back of the truck to get a better view of the p,Driving,0.9907,Working at Height,0.8869,Safe Mechanical Lifting,0.0357,MEDIUM,Driving | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
20171110830,11/10/2017,USA,"CANTON, PENNSYLVANIA",nan,Workplace Safety Incident,"An employee was working removing a set of elevators at a gas well drill site when a second employee started a power swivel. The employee's left arm became entangled in the power swivel, breaking it an",Safe Mechanical Lifting,0.6294,Hot Work,0.2281,Energy Isolation,0.192,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171110889,11/13/2017,USA,"PECOS, TEXAS",nan,Workplace Safety Incident,An employee was sitting on a casing head valve to hold himself up while working in a cellar. He was holding onto a stud with his left hand for support. He was cutting approximately 14 inches off of th,Energy Isolation,0.451,Hot Work,0.009,Line of Fire,0.0058,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171111162,11/21/2017,USA,"GRANBURY, TEXAS",nan,Workplace Safety Incident,"An employee was attempting to remove a part from a fracking unit using a torque wrench and a socket. The socket broke in half and the employee slipped and fell to the ground, hitting his head. He suff",Working at Height,0.5903,Energy Isolation,0.0843,Driving,0.004,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171111322,11/28/2017,USA,"CARTHAGE, TEXAS",nan,Workplace Safety Incident,A crew had just installed a high volume separator in an oil field when a blowout occurred. One employee sustained head injuries and was hospitalized. nan,Energy Isolation,0.5836,Hot Work,0.1171,Confined Space,0.0057,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171211711,12/10/2017,USA,"WATFORD CITY, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was operating a vacuum truck when the hose became disconnected and began spraying hot fluid. A fire and then explosion occurred, and the employee suffered serious burns. nan",Driving,0.6581,Hot Work,0.0187,Energy Isolation,0.0013,MEDIUM,Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171211863,12/14/2017,USA,"LA PORTE, TEXAS",nan,Workplace Safety Incident,"On 12/14/2017, an employee was using a water jet ""gun"" with hot water coming out at 3,000 psi to spray columns in a sand pit. The high-pressure water then cut his leg, causing an abrasion and requirin",Energy Isolation,0.668,Working at Height,0.0011,Bypassing Safety Controls,0.001,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20171212168,12/22/2017,USA,"WINDSOR, COLORADO",nan,Workplace Safety Incident,"An employee was working in a flow back trailer when a generator stopped working. The employee tried to restart it and a fire started, causing third degree burns to the employee's hands and second degr",Hot Work,0.9767,Safe Mechanical Lifting,0.834,Line of Fire,0.0559,MEDIUM,Hot Work | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018010479,1/16/2018,USA,"LENORAH, TEXAS",nan,Workplace Safety Incident,"An employee was performing maintenance on a remote seismic vibrator when his right pinky finger became caught in the locking mechanism, amputating it at the first knuckle. nan",Line of Fire,0.5644,Safe Mechanical Lifting,0.0018,Working at Height,0.0018,MEDIUM,Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018010630,1/19/2018,USA,"WEST CHESTER, PENNSYLVANIA",nan,Workplace Safety Incident,"An employee fell from the top of a truck and landed on the ground, breaking his leg in two places and requiring surgery. nan",Working at Height,0.9925,Driving,0.9711,Energy Isolation,0.0159,MEDIUM,Working at Height | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018010958,1/29/2018,USA,"WATKINS, COLORADO",nan,Workplace Safety Incident,An employee was helping spot a tractor trailer and was caught between the trailer and flatbed resulting in a fractured pelvis. nan,Safe Mechanical Lifting,0.7361,Line of Fire,0.6203,Energy Isolation,0.0153,MEDIUM,Safe Mechanical Lifting | Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018010999,1/30/2018,USA,"COTULLA, TEXAS",nan,Workplace Safety Incident,"An employee was bleeding down an injector line to bring a well back online when the line blew at a 90-connection. A 14-foot, 6-inch section of pipe blew out and broke the employee's tibia/fibula. nan",Energy Isolation,0.5851,Safe Mechanical Lifting,0.2417,Hot Work,0.0038,MEDIUM,Energy Isolation | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
