record_id,incident_group_id,incident_text,lsr_primary,lsr_secondary,lsr_labels,label_cardinality,label_count,source_documents,source_pages,source_record_ids,source_evidence,dataset_origin,lsr_label_provenance,reconstruction_method,group_status,created_at,is_synthetic,parent_record_id,parent_incident_group_id,generation_method,parent_source_document,parent_source_pages,parent_source_record_ids
INCIDENT-GOLD-0038,GRP-Safety performa-P30,"DATE: 31 Mar 2025 COUNTRY: Romania FUNCTION: Production CAUSE: Dropped objects ACTIVITY: Drilling, workover, well operations Sucker rod broke consequently elevator dropped. WHAT WENT WRONG: Overpull due to wax caused the sucker rod to break, impact ejected the elevator out of the hook.","[""Line of Fire"", ""Bypassing Safety Controls"", ""Safe Mechanical Lifting""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2025 data.pdf""]",[30],"[""LSR-CAND-000303"", ""LSR-CAND-000304"", ""LSR-CAND-000305"", ""LSR-CAND-000306""]",PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Safe mechanical lifting,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0039,GRP-Safety performa-P31,"• No information passed to crane operator that the hook was in the skip and there were issues with disconnecting it. • No crane motion instruction should have been issued by the banksman to the crane operator whilst the slinger was in the line of fire position. • Poor communications led to assumption by crane operator that the hook was free. • Banksman did not instruct Slinger to move out of Line of Fire prior to instructing Crane Op to go ""Up on your line"". CORRECTIVE ACTIONS AND RECOMMENDATIONS: There is no such thing as a routine activity – there are only repeat activities under different conditions that each needs to be understood and risk assessed. Maintain vigilance at all times.","[""Bypassing Safety Controls"", ""Line of Fire"", ""Work Authorization""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[31],"[""LSR-CAND-000053"", ""LSR-CAND-000054"", ""LSR-CAND-000307"", ""LSR-CAND-000308""]",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Work authorization,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0040,GRP-Safety performa-P32,"The incident occurred shortly before the end of the shift (scheduled end of shift 18:00, time of the incident 17:50). The employee concerned had started his shift at 12:00p.m due to the journey to the scheduled start of the shift. WHAT WENT WRONG: IMMEDIATE CAUSE: Substandard conditions and information. Inadequate product/service design. Inadequate communication and information. CORRECTIVE ACTIONS AND RECOMMENDATIONS:","[""Energy Isolation"", ""Line of Fire"", ""Safe Mechanical Lifting"", ""Working at Height""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting"", ""Working at Height""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[32],"[""LSR-CAND-000055"", ""LSR-CAND-000056"", ""LSR-CAND-000309"", ""LSR-CAND-000310"", ""LSR-CAND-000311"", ""LSR-CAND-000312""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | PRIMARY LIFE-SAVING RULE:  Working at height,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0041,GRP-Safety performa-P33,"PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers DATE: 18 Mar 2024 COUNTRY: Hungary FUNCTION: Production CAUSE: Exposure electrical ACTIVITY: Excavation, trenching, ground disturbance","[""Work Authorization"", ""Line of Fire"", ""Working at Height""]",[],"[""Line of Fire"", ""Working at Height"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[33],"[""LSR-CAND-000057"", ""LSR-CAND-000058"", ""LSR-CAND-000313"", ""LSR-CAND-000314""]",PRIMARY LIFE-SAVING RULE:  Work authorization | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Working at height,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0042,GRP-Safety performa-P34,"DATE: 05 Mar 2025 COUNTRY: Netherlands FUNCTION: Production CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Lifting, crane, rigging, deck operations A forklift driver’s ankle was struck by a spreader bar during offloading from a truck at the logistics base. There were no lifting pockets welded onto the bar. In past lifting operations, the spreader bar had been placed on wooden blocks on the truck bed and lifted directly on the forks of a forklift. This time the wooden blocks were not in place.","[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[34],"[""LSR-CAND-000059"", ""LSR-CAND-000060"", ""LSR-CAND-000315"", ""LSR-CAND-000316""]",PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Energy isolation | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0043,GRP-Safety performa-P35,"PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 01 Sep 2025 FUNCTION: Drilling CAUSE: Falls from height ACTIVITY: Construction, commissioning, decommissioning On an offshore drilling rig, on 1 September 2025, personnel and marine crew were installing handrails on top of a unit on the main deck. Handrail sections (60–90 kg) were lifted by deck crane to the top of the unit, where an operator","[""Working at Height"", ""Safe Mechanical Lifting"", ""Work Authorization""]",[],"[""Safe Mechanical Lifting"", ""Working at Height"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[35],"[""LSR-CAND-000061"", ""LSR-CAND-000062"", ""LSR-CAND-000317"", ""LSR-CAND-000318""]",PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Work authorization,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0044,GRP-Safety performa-P36,"PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Use of Protective Methods: Personal Protective Equipment not used or used improperly PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment","[""Energy Isolation"", ""Work Authorization"", ""Safe Mechanical Lifting"", ""Line of Fire""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting"", ""Work Authorization""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[36],"[""LSR-CAND-000063"", ""LSR-CAND-000064"", ""LSR-CAND-000319"", ""LSR-CAND-000320""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Work authorization | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0045,GRP-Safety performa-P37,"DATE: 02 Apr 2025 FUNCTION: Production CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations Collision between northern crane and derrick resulting in falling objects. WHAT WENT WRONG: Three objects fell after the north crane collided with the derrick. The crane operator had been planning to perform lubrication of the slewing ring with the logistics discipline responsible for some time, but this was changed to the","[""Working at Height"", ""Line of Fire"", ""Safe Mechanical Lifting""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting"", ""Working at Height""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[37],"[""LSR-CAND-000065"", ""LSR-CAND-000066"", ""LSR-CAND-000321"", ""LSR-CAND-000322""]",PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0046,GRP-Safety performa-P38,"DATE: 29 Aug 2025 FUNCTION: Production CAUSE: Exposure noise, chemical, biological, vibration, extreme temperature ACTIVITY: Maintenance, inspection, testing Two personnel experienced symptoms of severe oxygen deficiency during inspection work, but managed to self- evacuate safely. Subsequent measurements confirmed low oxygen levels inside the enclosure, linked to nitrogen ingress from the turbine seal system combined with a lack of ventilation. WHAT WENT WRONG:","[""Working at Height"", ""Bypassing Safety Controls"", ""Work Authorization""]",[],"[""Bypassing Safety Controls"", ""Working at Height"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[38],"[""LSR-CAND-000067"", ""LSR-CAND-000068"", ""LSR-CAND-000323"", ""LSR-CAND-000324""]",PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Bypassing safety controls | PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Work authorization,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0047,GRP-Safety performa-P39,"DATE: 02 Jul 2025 FUNCTION: Construction CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations During preparations for installing a 20’’ sealing ring on the platform on 2 July 2025, a technician tested the ring for fit before the lift operation. The 7.1 kg ring slipped from the technician’s hands and fell 6.35 meters to the deck below, landing approximately two meters from a mechanic who was grinding at deck level. The ring then bounced and struck the mechanic on the arm. The mechanic received a first-aid level impact with no observable injury. The","[""Bypassing Safety Controls"", ""Line of Fire"", ""Safe Mechanical Lifting"", ""Working at Height""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Safe Mechanical Lifting"", ""Working at Height""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[39],"[""LSR-CAND-000069"", ""LSR-CAND-000070"", ""LSR-CAND-000071"", ""LSR-CAND-000072"", ""LSR-CAND-000325"", ""LSR-CAND-000326""]",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Working at height,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0048,GRP-Safety performa-P40,WHAT WENT WRONG: An incorrect/old maintenance manual was referred to in the maintenance system. The daily check list was incomplete. A swivel hook without a swivel bearing had been used which did not effectively prevent the transfer of rotational force from the load to the piston rod. The design of the set screws which should secure the piston rod from coming loose from the piston was inadequate. CORRECTIVE ACTIONS AND RECOMMENDATIONS: Ensure detailed specification of what type of swivel to be used. Update the daily inspection requirements and implement a routine ensuring the latest maintenance manuals are available in the maintenance system at all times.,"[""Safe Mechanical Lifting"", ""Line of Fire"", ""Working at Height""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting"", ""Working at Height""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[40],"[""LSR-CAND-000073"", ""LSR-CAND-000074"", ""LSR-CAND-000327"", ""LSR-CAND-000328""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Working at height,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0049,GRP-Safety performa-P41,"CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Ensure the dimensions of the plates to make up a floor for the containers are fit for purpose (no overhang). • An installation procedure for correct placement of floor plates to be developed. Follow-up checks to be implemented. PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard","[""Safe Mechanical Lifting"", ""Line of Fire""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[41],"[""LSR-CAND-000075"", ""LSR-CAND-000076"", ""LSR-CAND-000329"", ""LSR-CAND-000330""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Safe mechanical lifting,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0050,GRP-Safety performa-P42,"CORRECTIVE ACTIONS AND RECOMMENDATIONS: A cross learning initiative was implemented at all offshore installations to conduct a one-hour time-out for safety on all shifts based on the established ""Safety Alert"" created following the incident. Focus on requirements related to blind driving and form of communication during planning and pre-job interviews. Follow up on any findings revealed during this time-out was also part of the initiative. The incident was investigated internally. Local recommendations were given within the following five areas: • Fulfilling the role of operational responsible person – lifting operations. • Training in handling of the hatch arrangement and lifting operations in the shaft.","[""Energy Isolation"", ""Bypassing Safety Controls"", ""Working at Height"", ""Line of Fire""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation"", ""Working at Height""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[42],"[""LSR-CAND-000077"", ""LSR-CAND-000078"", ""LSR-CAND-000331"", ""LSR-CAND-000332""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Bypassing safety controls | PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0051,GRP-Safety performa-P43,"DATE: 03 Mar 2024 FUNCTION: Drilling CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Drilling, workover, well operations When waiting for equipment to be lowered from the top drive to the rig floor during a period of maintenance, a member of the drill crew leant back against the operating lever for the z-back (pipe racking system) turntable at the end of the pipe skate, causing the table to turn and trap their foot. The IP was transferred to the sick bay for assessment and taken to hospital by coastguard helicopter later that evening. Operations were suspended and a","[""Line of Fire"", ""Energy Isolation"", ""Work Authorization""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[43],"[""LSR-CAND-000079"", ""LSR-CAND-000080"", ""LSR-CAND-000333"", ""LSR-CAND-000334"", ""LSR-CAND-000335"", ""LSR-CAND-000336""]",PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Energy isolation | PRIMARY LIFE-SAVING RULE:  Work authorization | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Work authorization,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0052,GRP-Safety performa-P44,"DATE: 30 Jul 2024 FUNCTION: Production CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Maintenance, inspection, testing During non-invasive temperature monitoring of the west crane engine, as part of repair commissioning, the engineer observed an oil filter leaking (this is a known leak). Whilst investigating the leak the IP placed his hand in an area not protected by the radiator fan guard (engine running) resulting in the hand making contact with the radiator fan resulting in significant injury to fingers of his left-hand and required Medevac to hospital.","[""Energy Isolation"", ""Line of Fire"", ""Safe Mechanical Lifting"", ""Working at Height""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting"", ""Working at Height""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[44],"[""LSR-CAND-000081"", ""LSR-CAND-000082"", ""LSR-CAND-000083"", ""LSR-CAND-000084"", ""LSR-CAND-000337"", ""LSR-CAND-000338""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | PRIMARY LIFE-SAVING RULE:  Working at height,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0053,GRP-Safety performa-P45,PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard PEOPLE (ACTS): Use of Protective Methods: Inadequate use of safety systems PEOPLE (ACTS): Use of Protective Methods: Personal Protective Equipment not used or used improperly PEOPLE (ACTS): Inattention/Lack of Awareness: Lack of attention/distracted by other concerns/stress PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment DATE: 07 May 2025,"[""Line of Fire"", ""Working at Height""]",[],"[""Line of Fire"", ""Working at Height""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[45],"[""LSR-CAND-000085"", ""LSR-CAND-000339"", ""LSR-CAND-000340""]",PRIMARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0056,GRP-Safety performa-P48,"DATE: 08 Apr 2025 FUNCTION: Production CAUSE: Pressure release ACTIVITY: Maintenance, inspection, testing A contractor mechanical field service representative and mechanical team had disconnected the export gas compressor gas turbine’s primary and secondary flexible fuel gas hoses. After disconnecting the hoses, the contractor field service representative was on the back side of the gas turbine while the mechanical technicians were on the front side. While lying beneath the gas turbine to check the water wash drain tube under the gas","[""Safe Mechanical Lifting"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[48],"[""LSR-CAND-000089"", ""LSR-CAND-000090"", ""LSR-CAND-000345"", ""LSR-CAND-000346""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0057,GRP-Safety performa-P49,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PROCESS (CONDITIONS): Protective Systems: Inadequate/defective warning systems/safety devices PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment DATE: 01 Apr 2024","[""Safe Mechanical Lifting"", ""Line of Fire"", ""Driving""]",[],"[""Driving"", ""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[49],"[""LSR-CAND-000091"", ""LSR-CAND-000092"", ""LSR-CAND-000347"", ""LSR-CAND-000348""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Driving,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0059,GRP-Safety performa-P50,"2. Avoid sharp edges: - ensure that no tools being lifted have sharp edges, as these can deteriorate lifting belts. 3. Alternative lifting gear: - consider using different types of lifting gear, such as pulling clamps or two-side lifting clamps, to enhance safety and efficiency. 4. Coiled tubing mounting unit: - evaluate the feasibility of using a coiled tubing mounting unit to avoid the need for feeding coiled tubing into the injector head.","[""Confined Space"", ""Bypassing Safety Controls"", ""Working at Height"", ""Line of Fire""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Working at Height"", ""Confined Space""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[50],"[""LSR-CAND-000093"", ""LSR-CAND-000094"", ""LSR-CAND-000349"", ""LSR-CAND-000350""]",PRIMARY LIFE-SAVING RULE:  Confined space | SECONARY LIFE-SAVING RULE:  Bypassing safety controls | PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0060,GRP-Safety performa-P51,"DATE: 24 Mar 2025 FUNCTION: Construction CAUSE: Dropped objects ACTIVITY: Construction, commissioning, decommissioning A gate door (two sections) of the Blasting Shop toppled over due to strong winds (approximately 16m/s). Each door section measures 7.5m x 4m and weighs approx. 425kg. They landed on the ground and came to rest on a pipe stand, resulting in damage to the cladding and frame. The incident occurred next to a pedestrian walkway, but no personnel were in the vicinity at the time. No personal Injury was reported","[""Working at Height"", ""Line of Fire"", ""Bypassing Safety Controls""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Working at Height""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[51],"[""LSR-CAND-000095"", ""LSR-CAND-000096"", ""LSR-CAND-000351"", ""LSR-CAND-000352""]",PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Bypassing safety controls,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0061,GRP-Safety performa-P52,"• Supervisors have been instructed to actively monitor scaffolding activities to ensure adherence to safety protocols and proper risk management practices. • Realistic task schedules are established to prevent time pressures that may lead to shortcut actions. • All scaffolding activities are closely linked to the Work Permit system, ensuring strict compliance with outlined safety requirements before work commences. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures","[""Line of Fire"", ""Bypassing Safety Controls""]",[],"[""Bypassing Safety Controls"", ""Line of Fire""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[52],"[""LSR-CAND-000097"", ""LSR-CAND-000353"", ""LSR-CAND-000354""]",PRIMARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0062,GRP-Safety performa-P53,"PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 24 Feb 2024 FUNCTION: Drilling CAUSE: Exposure noise, chemical, biological, vibration, extreme temperature ACTIVITY: Drilling, workover, well operations During well control killing operation by bleeding pressure through choke manifold to flow back tank. Driller smelled","[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[53],"[""LSR-CAND-000098"", ""LSR-CAND-000099"", ""LSR-CAND-000100"", ""LSR-CAND-000355"", ""LSR-CAND-000356""]",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
