record_id,incident_group_id,incident_text,source_evidence_text,source_document,source_page,source_record_id,lsr_primary,lsr_secondary,lsr_labels,dataset_origin,lsr_label_provenance,reconstruction_method,reconstruction_status,created_at
RECON-LSR-0092,GRP-Safety performa-P53,"PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 24 Feb 2024 FUNCTION: Drilling CAUSE: Exposure noise, chemical, biological, vibration, extreme temperature ACTIVITY: Drilling, workover, well operations During well control killing operation by bleeding pressure through choke manifold to flow back tank. Driller smelled",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,53,LSR-CAND-000098,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:29Z
RECON-LSR-0093,GRP-Safety performa-P53,"PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 24 Feb 2024 FUNCTION: Drilling CAUSE: Exposure noise, chemical, biological, vibration, extreme temperature ACTIVITY: Drilling, workover, well operations During well control killing operation by bleeding pressure through choke manifold to flow back tank. Driller smelled",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,53,LSR-CAND-000099,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:29Z
RECON-LSR-0094,GRP-Safety performa-P53,"PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 24 Feb 2024 FUNCTION: Drilling CAUSE: Exposure noise, chemical, biological, vibration, extreme temperature ACTIVITY: Drilling, workover, well operations During well control killing operation by bleeding pressure through choke manifold to flow back tank. Driller smelled",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,53,LSR-CAND-000100,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:30Z
RECON-LSR-0095,GRP-Safety performa-P54,"WHAT WENT WRONG: • Inattention to the surroundings from the forklift operator. Improper positioning of the forklift boom. • Turning without checking the surroundings. • Lack of use of vision aids (reverse camera, side mirrors). • Performing a routine job without being conscious of surrounding hazards. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Ensure to increase attention of the surrounding hazards. • Always maintain the forklift boom on the downward position while moving.",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,54,LSR-CAND-000101,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:30Z
RECON-LSR-0096,GRP-Safety performa-P54,"WHAT WENT WRONG: • Inattention to the surroundings from the forklift operator. Improper positioning of the forklift boom. • Turning without checking the surroundings. • Lack of use of vision aids (reverse camera, side mirrors). • Performing a routine job without being conscious of surrounding hazards. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Ensure to increase attention of the surrounding hazards. • Always maintain the forklift boom on the downward position while moving.",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,54,LSR-CAND-000102,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:30Z
RECON-LSR-0097,GRP-Safety performa-P55,"DATE: 12 Jul 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land While employees were swapping feed filter tanks at one of the stations, the old tank was loaded for transport to one of the stores. During transit, as the trailer passed beneath the overhead line (OHL), the vent support hit the fibre optic cable (FOC), causing damage. Unaware of the incident, the driver continued driving and subsequently hit a guard pole rope, detaching one end.",PRIMARY LIFE-SAVING RULE:  Driving,Safety performance indicators – 2024 data.pdf,55,LSR-CAND-000103,Driving,UNKNOWN,"[""Driving""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:30Z
RECON-LSR-0098,GRP-Safety performa-P55,"DATE: 12 Jul 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land While employees were swapping feed filter tanks at one of the stations, the old tank was loaded for transport to one of the stores. During transit, as the trailer passed beneath the overhead line (OHL), the vent support hit the fibre optic cable (FOC), causing damage. Unaware of the incident, the driver continued driving and subsequently hit a guard pole rope, detaching one end.",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,55,LSR-CAND-000104,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:31Z
RECON-LSR-0099,GRP-Safety performa-P55,"DATE: 12 Jul 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land While employees were swapping feed filter tanks at one of the stations, the old tank was loaded for transport to one of the stores. During transit, as the trailer passed beneath the overhead line (OHL), the vent support hit the fibre optic cable (FOC), causing damage. Unaware of the incident, the driver continued driving and subsequently hit a guard pole rope, detaching one end.",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,55,LSR-CAND-000105,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:31Z
RECON-LSR-0100,GRP-Safety performa-P55,"DATE: 12 Jul 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land While employees were swapping feed filter tanks at one of the stations, the old tank was loaded for transport to one of the stores. During transit, as the trailer passed beneath the overhead line (OHL), the vent support hit the fibre optic cable (FOC), causing damage. Unaware of the incident, the driver continued driving and subsequently hit a guard pole rope, detaching one end.",SECONARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,55,LSR-CAND-000106,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:31Z
RECON-LSR-0101,GRP-Safety performa-P56,He was sent to clinic for first aid and then to hospital. Scaffold activities by relevant party are suspended and investigation is kicked off. WHAT WENT WRONG: • Collision of ledgers due to unexpected change of pace of moving ledgers. • Deflection of falling ledger by nearby staircase into scaffolder's section. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Communication among work parties during work execution and moments of change. • Clarity of lead role when handballing.,PRIMARY LIFE-SAVING RULE:  Working at height,Safety performance indicators – 2024 data.pdf,56,LSR-CAND-000107,Working at Height,UNKNOWN,"[""Working at Height""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:31Z
RECON-LSR-0102,GRP-Safety performa-P56,He was sent to clinic for first aid and then to hospital. Scaffold activities by relevant party are suspended and investigation is kicked off. WHAT WENT WRONG: • Collision of ledgers due to unexpected change of pace of moving ledgers. • Deflection of falling ledger by nearby staircase into scaffolder's section. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Communication among work parties during work execution and moments of change. • Clarity of lead role when handballing.,SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,56,LSR-CAND-000108,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:31Z
RECON-LSR-0103,GRP-Safety performa-P57,"DATE: 23 Aug 2024 FUNCTION: Production CAUSE: Explosion, fire or burns ACTIVITY: Maintenance, inspection, testing On 23 Aug 2024 at around 15:30hrs, there was an explosion in the gas chromatograph (GC) lab, which resulted in property damage and burns to a lab analyst. The incident occurred while the lab analyst was calibrating a total sulphur analyzer. During the calibration of the total sulphur analyzer, LPG was released from the cylinder used for the calibration, and the vaporized LPG came into contact with an ignition source causing an explosion and fire.",PRIMARY LIFE-SAVING RULE:  Energy isolation,Safety performance indicators – 2024 data.pdf,57,LSR-CAND-000109,Energy Isolation,UNKNOWN,"[""Energy Isolation""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:32Z
RECON-LSR-0104,GRP-Safety performa-P57,"DATE: 23 Aug 2024 FUNCTION: Production CAUSE: Explosion, fire or burns ACTIVITY: Maintenance, inspection, testing On 23 Aug 2024 at around 15:30hrs, there was an explosion in the gas chromatograph (GC) lab, which resulted in property damage and burns to a lab analyst. The incident occurred while the lab analyst was calibrating a total sulphur analyzer. During the calibration of the total sulphur analyzer, LPG was released from the cylinder used for the calibration, and the vaporized LPG came into contact with an ignition source causing an explosion and fire.",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,57,LSR-CAND-000110,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:32Z
RECON-LSR-0105,GRP-Safety performa-P58,"CORRECTIVE ACTIONS AND RECOMMENDATIONS: Thorough Documentation of System Changes • Material Compatibility with Service Conditions • Inclusion of All Systems in Maintenance Programs PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing DATE: 14 Feb 2024 FUNCTION: Production",PRIMARY LIFE-SAVING RULE:  Work authorization,Safety performance indicators – 2024 data.pdf,58,LSR-CAND-000112,Work Authorization,UNKNOWN,"[""Work Authorization""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:33Z
RECON-LSR-0106,GRP-Safety performa-P58,"CORRECTIVE ACTIONS AND RECOMMENDATIONS: Thorough Documentation of System Changes • Material Compatibility with Service Conditions • Inclusion of All Systems in Maintenance Programs PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing DATE: 14 Feb 2024 FUNCTION: Production",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,58,LSR-CAND-000113,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:33Z
RECON-LSR-0107,GRP-Safety performa-P59,DATE: 05 Mar 2024 FUNCTION: Production CAUSE: Pressure release ACTIVITY: Transport – Land A bulldozer lost control when coming out from a cement factory community gate and ran over a road crash barrier causing damage to a 4” fuel gas pipeline leading to a desalination plant. This could have resulted in a fire/explosion and serious injuries to people. WHAT WENT WRONG:,PRIMARY LIFE-SAVING RULE:  Driving,Safety performance indicators – 2024 data.pdf,59,LSR-CAND-000114,Driving,UNKNOWN,"[""Driving""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:34Z
RECON-LSR-0108,GRP-Safety performa-P59,DATE: 05 Mar 2024 FUNCTION: Production CAUSE: Pressure release ACTIVITY: Transport – Land A bulldozer lost control when coming out from a cement factory community gate and ran over a road crash barrier causing damage to a 4” fuel gas pipeline leading to a desalination plant. This could have resulted in a fire/explosion and serious injuries to people. WHAT WENT WRONG:,SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,59,LSR-CAND-000115,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:35Z
RECON-LSR-0109,GRP-Safety performa-P59,DATE: 05 Mar 2024 FUNCTION: Production CAUSE: Pressure release ACTIVITY: Transport – Land A bulldozer lost control when coming out from a cement factory community gate and ran over a road crash barrier causing damage to a 4” fuel gas pipeline leading to a desalination plant. This could have resulted in a fire/explosion and serious injuries to people. WHAT WENT WRONG:,PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,59,LSR-CAND-000116,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:35Z
RECON-LSR-0110,GRP-Safety performa-P59,DATE: 05 Mar 2024 FUNCTION: Production CAUSE: Pressure release ACTIVITY: Transport – Land A bulldozer lost control when coming out from a cement factory community gate and ran over a road crash barrier causing damage to a 4” fuel gas pipeline leading to a desalination plant. This could have resulted in a fire/explosion and serious injuries to people. WHAT WENT WRONG:,SECONARY LIFE-SAVING RULE:  Energy isolation,Safety performance indicators – 2024 data.pdf,59,LSR-CAND-000117,Energy Isolation,UNKNOWN,"[""Energy Isolation""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:35Z
RECON-LSR-0111,GRP-Safety performa-P60,What Worked?: The IP was taken to the Medical Aid Centre and then to Hospital for further assessment and medical CORRECTIVE ACTIONS AND RECOMMENDATIONS: Always be aware of your hand and body placement while working with rotating equipment and never place your hand in the Line of Fire. • Do not attempt to conduct maintenance or repairs on equipment while it is running. • Use the correct tool for the job. • Be mindful of pinch points and possible hazards or risks that may place you in the Line of Fire. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire),PRIMARY LIFE-SAVING RULE:  Energy isolation,Safety performance indicators – 2024 data.pdf,60,LSR-CAND-000118,Energy Isolation,UNKNOWN,"[""Energy Isolation""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:35Z
RECON-LSR-0112,GRP-Safety performa-P60,What Worked?: The IP was taken to the Medical Aid Centre and then to Hospital for further assessment and medical CORRECTIVE ACTIONS AND RECOMMENDATIONS: Always be aware of your hand and body placement while working with rotating equipment and never place your hand in the Line of Fire. • Do not attempt to conduct maintenance or repairs on equipment while it is running. • Use the correct tool for the job. • Be mindful of pinch points and possible hazards or risks that may place you in the Line of Fire. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire),SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,60,LSR-CAND-000119,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:36Z
RECON-LSR-0113,GRP-Safety performa-P61,"• Conduct hazard identification and mitigation before entering the incident scene for data collection. • Discuss solutions with the blower manufacturer to prevent impeller rotation during installation and • Update the energy isolation program and training to include incident findings and emphasise “Lock, Block & Bleed.” • Communicate incident findings to all site personnel during Toolbox Talks. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures DATE: 10 Feb 2024 FUNCTION: Construction",PRIMARY LIFE-SAVING RULE:  Driving,Safety performance indicators – 2024 data.pdf,61,LSR-CAND-000120,Driving,UNKNOWN,"[""Driving""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:36Z
RECON-LSR-0114,GRP-Safety performa-P62,"DATE: 17 Jan 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land A Contractor driver, while reversing a 1 ton pickup, hit an Instrument Foreman crossing at the back of vehicle. IP fell and was run over by the rear tyres of the vehicle, his final position after the impact was face up, under the vehicle, between the front and rear tyres. He sustained multiple injuries (fractured right ribs, abrasion to face, cuts, and burn to right hand).",PRIMARY LIFE-SAVING RULE:  Driving,Safety performance indicators – 2024 data.pdf,62,LSR-CAND-000121,Driving,UNKNOWN,"[""Driving""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:36Z
RECON-LSR-0115,GRP-Safety performa-P62,"DATE: 17 Jan 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land A Contractor driver, while reversing a 1 ton pickup, hit an Instrument Foreman crossing at the back of vehicle. IP fell and was run over by the rear tyres of the vehicle, his final position after the impact was face up, under the vehicle, between the front and rear tyres. He sustained multiple injuries (fractured right ribs, abrasion to face, cuts, and burn to right hand).",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,62,LSR-CAND-000122,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:36Z
RECON-LSR-0116,GRP-Safety performa-P62,"DATE: 17 Jan 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land A Contractor driver, while reversing a 1 ton pickup, hit an Instrument Foreman crossing at the back of vehicle. IP fell and was run over by the rear tyres of the vehicle, his final position after the impact was face up, under the vehicle, between the front and rear tyres. He sustained multiple injuries (fractured right ribs, abrasion to face, cuts, and burn to right hand).",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,62,LSR-CAND-000123,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:36Z
RECON-LSR-0117,GRP-Safety performa-P62,"DATE: 17 Jan 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Land A Contractor driver, while reversing a 1 ton pickup, hit an Instrument Foreman crossing at the back of vehicle. IP fell and was run over by the rear tyres of the vehicle, his final position after the impact was face up, under the vehicle, between the front and rear tyres. He sustained multiple injuries (fractured right ribs, abrasion to face, cuts, and burn to right hand).",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,62,LSR-CAND-000124,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:37Z
RECON-LSR-0118,GRP-Safety performa-P64,"MIDDLE EAST OFFSHORE DATE: 16 Apr 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Drilling, workover, well operations During high winds of about 50 knots, one of the sections of the top deck muster station sunshade weighing about 39.15kg was dislodged, blew off, and fell about 70 feet down onto the cantilever deck which was in tow position in preparation for planned rig move. No personnel injury because all personnel had earlier been asked to remain",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,64,LSR-CAND-000125,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:37Z
RECON-LSR-0119,GRP-Safety performa-P65,"DATE: 13 Apr 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations Hybrid bridge plug dropped onto drill floor while lifting; during lifting operations, hybrid bridge plug was lifted horizontally from cantilever to the drill floor by port aft crane. Top Drive System (TDS) elevators were latched onto the top of hybrid bridge plug and lifted to vertical position in order to disconnect crane wire sling. As soon as hybrid bridge plug was close to vertical position, the running tool released causing the hybrid bridge plug to drop on the rig",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,65,LSR-CAND-000126,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:37Z
RECON-LSR-0120,GRP-Safety performa-P65,"DATE: 13 Apr 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations Hybrid bridge plug dropped onto drill floor while lifting; during lifting operations, hybrid bridge plug was lifted horizontally from cantilever to the drill floor by port aft crane. Top Drive System (TDS) elevators were latched onto the top of hybrid bridge plug and lifted to vertical position in order to disconnect crane wire sling. As soon as hybrid bridge plug was close to vertical position, the running tool released causing the hybrid bridge plug to drop on the rig",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,65,LSR-CAND-000127,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:38Z
RECON-LSR-0121,GRP-Safety performa-P66,"DATE: 13 Jun 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations At the time of the event, team were performing a static well logging survey prior to drilling. During the period of stationary block activity, four crew members were approved to enter the rig floor red zone to install the mousehole prior to drill ahead. While members located at the rig floor near the v-door, awaiting receipt of the mousehole from the port aft crane, a half-moon segment, weighing 3.2 kg, fell and landed approximately 1m away from the personnel.",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,66,LSR-CAND-000128,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:38Z
RECON-LSR-0122,GRP-Safety performa-P66,"DATE: 13 Jun 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations At the time of the event, team were performing a static well logging survey prior to drilling. During the period of stationary block activity, four crew members were approved to enter the rig floor red zone to install the mousehole prior to drill ahead. While members located at the rig floor near the v-door, awaiting receipt of the mousehole from the port aft crane, a half-moon segment, weighing 3.2 kg, fell and landed approximately 1m away from the personnel.",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,66,LSR-CAND-000129,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:38Z
RECON-LSR-0123,GRP-Safety performa-P67,"DATE: 26 Jan 2024 FUNCTION: Production CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Transport – Water, incl. marine activity A vessel lost control, went under a production station South side and collided with pipelines breaking instrument airline, nitrogen line, diesel bunkering line, and water line. As a result, the production station was shut down for some time. This is an incident that could have resulted in multiple fatalities. WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,67,LSR-CAND-000130,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:39Z
RECON-LSR-0124,GRP-Safety performa-P67,"DATE: 26 Jan 2024 FUNCTION: Production CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Transport – Water, incl. marine activity A vessel lost control, went under a production station South side and collided with pipelines breaking instrument airline, nitrogen line, diesel bunkering line, and water line. As a result, the production station was shut down for some time. This is an incident that could have resulted in multiple fatalities. WHAT WENT WRONG:",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,67,LSR-CAND-000131,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:39Z
RECON-LSR-0125,GRP-Safety performa-P69,"DATE: 30 Jan 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Water, incl. marine activity Dive support vessel contacted with non-commissioned platform: the saturation diving vessel was positioned 750 meters southeast of the affected platform, awaiting favourable weather conditions. The vessel's dynamic positioning (DP) system was engaged, with yaw under automatic control and surge and sway managed via joystick control. The senior dynamic positioning operator made a surge adjustment on the joystick to counteract the wind and sea forces",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,69,LSR-CAND-000133,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:40Z
RECON-LSR-0126,GRP-Safety performa-P69,"DATE: 30 Jan 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Water, incl. marine activity Dive support vessel contacted with non-commissioned platform: the saturation diving vessel was positioned 750 meters southeast of the affected platform, awaiting favourable weather conditions. The vessel's dynamic positioning (DP) system was engaged, with yaw under automatic control and surge and sway managed via joystick control. The senior dynamic positioning operator made a surge adjustment on the joystick to counteract the wind and sea forces",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,69,LSR-CAND-000134,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:40Z
RECON-LSR-0127,GRP-Safety performa-P70,"NORTH AMERICA ONSHORE DATE: 16 Jun 2024 FUNCTION: Drilling CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Drilling, workover, well operations While laying out 114.3mm tubing, the injured person (IP) was assisting the floor hand with the tubing tongs and clamps. As the floor hand hoisted the tubing tongs to install them on the stump, the IP grabbed the handle of the open tong door latch to guide the tongs into place, but the tongs were not properly aligned with the stump. When",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,70,LSR-CAND-000135,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:40Z
RECON-LSR-0128,GRP-Safety performa-P70,"NORTH AMERICA ONSHORE DATE: 16 Jun 2024 FUNCTION: Drilling CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Drilling, workover, well operations While laying out 114.3mm tubing, the injured person (IP) was assisting the floor hand with the tubing tongs and clamps. As the floor hand hoisted the tubing tongs to install them on the stump, the IP grabbed the handle of the open tong door latch to guide the tongs into place, but the tongs were not properly aligned with the stump. When",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,70,LSR-CAND-000136,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:41Z
